Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
https://www.zillow.com/homedetails/Mountain-View-Rd-Ellijay-GA-30540/228832524_zpid/,,Single Family,45000,09/24/2025,,,,0.84,acres,,,Mountain View Rd,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/120-Tomahawk-Trl-3-Ellijay-GA-30540/105258275_zpid/,,Single Family,290000,09/23/2025,1008,sqft,287.7,1.09,acres,2,2,120 Tomahawk Trl #3,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/121-Broken-Arrow-Path-Blue-Ridge-GA-30513/447926984_zpid/,7532887,Single Family,450000,09/22/2025,1160,sqft,387.93,0.98,acres,3,2,121 Broken Arrow Path,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/121-Broken-Arrow-Cherry-Log-GA-30522/2096429961_zpid/,413544,Single Family,450000,09/22/2025,1160,sqft,387.93,0.98,acres,3,2,121 Broken Arrow,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/112-Songbird-Ave-Blue-Ridge-GA-30513/96829812_zpid/,416137,Single Family,380000,09/19/2025,1470,sqft,258.5,1.12,acres,2,2,112 Songbird Ave,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/400-Goose-Island-Rd-3-Cherry-Log-GA-30522/105259621_zpid/,,Single Family,163000,09/19/2025,880,sqft,185.23,0.5,acres,3,1,400 Goose Island Rd #3,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/79-Lake-Dr-Morganton-GA-30560/228812481_zpid/,416172,Single Family,505000,09/19/2025,2200,sqft,229.55,3.87,acres,4,3,79 Lake Dr,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/Township-Road-7-St-7-ADA-Blue-Ridge-GA-30513/452317608_zpid/,7585437,Lot/Land,68000,09/19/2025,,,,3.5,acres,0,0,Township Road 7 St #7-ADA,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/120-Tomahawk-Cir-Blue-Ridge-GA-30513/455821725_zpid/,417905,Single Family,290000,09/19/2025,1344,sqft,215.77,1.09,acres,2,1,120 Tomahawk Cir,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/120-Tomahawk-Trl-Blue-Ridge-GA-30513/2057821642_zpid/,7628467,Single Family,290000,09/19/2025,1008,sqft,287.7,1.09,acres,2,1,120 Tomahawk Trl,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/10-Rocking-Chair-Rd-Mineral-Bluff-GA-30559/2078384506_zpid/,417694,Lot/Land,48000,09/19/2025,,,,3.92,acres,,,10 Rocking Chair Rd,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/260-Mountain-High-Dr-Mineral-Bluff-GA-30559/228802692_zpid/,417319,Single Family,443200,09/18/2025,2560,sqft,173.13,1.06,acres,3,4,260 Mountain High Dr,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/708-Thomas-Mountain-Rd-Morganton-GA-30560/96824038_zpid/,413773,Single Family,550000,09/17/2025,1786,sqft,307.95,2.75,acres,3,2,708 Thomas Mountain Rd,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/9-Candice-Ct-N-3-Blue-Ridge-GA-30513/126375460_zpid/,,Single Family,355000,09/17/2025,1038,sqft,342,1.27,acres,2,1,9 Candice Ct N #3,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/73-Mountain-View-Rd-Ellijay-GA-30540/450531088_zpid/,415280,Lot/Land,45000,09/17/2025,,,,0.84,acres,,,73 Mountain View Rd,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/9-Candice-Ct-N-Blue-Ridge-GA-30513/2053029323_zpid/,418146,Single Family,355000,09/17/2025,1038,sqft,342,1.27,acres,2,1,9 Candice Ct N,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/79-Pocaset-Dr-Ellijay-GA-30540/105268708_zpid/,415821,Single Family,422000,09/15/2025,1792,sqft,235.49,0.76,acres,4,2,79 Pocaset Dr,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/566-Mountain-View-Rd-3-Ellijay-GA-30540/228841270_zpid/,,Single Family,420000,09/15/2025,1440,sqft,291.67,1.02,acres,2,2,566 Mountain View Rd #3,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/174-Little-Rock-Creek-Ct-2-Cherry-Log-GA-30522/228841686_zpid/,,Single Family,352000,09/15/2025,666,sqft,528.53,2.16,acres,2,1,174 Little Rock Creek Ct #2,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/105-Jason-Martin-Cir-Blue-Ridge-GA-30513/2070891803_zpid/,417256,Single Family,435000,09/15/2025,950,sqft,457.89,1.06,acres,2,2,105 Jason Martin Cir,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/102-Briar-Creek-Dr-Ellijay-GA-30540/105268789_zpid/,413487,Single Family,373000,09/12/2025,1084,sqft,344.1,2.79,acres,3,2,102 Briar Creek Dr,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/400-Church-St-Epworth-GA-30541/113513775_zpid/,417557,Single Family,300000,09/12/2025,1462,sqft,205.2,1.38,acres,3,2,400 Church St,Epworth,30541,GA,USA
https://www.zillow.com/homedetails/133-Deer-Hunter-Rd-Blue-Ridge-GA-30513/244541735_zpid/,,Single Family,500000,09/12/2025,1344,sqft,372.02,2,acres,2,2,133 Deer Hunter Rd,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/566-Mtn-View-Cir-Cherry-Log-GA-30522/2090014504_zpid/,416785,Single Family,420000,09/12/2025,1440,sqft,291.67,1.02,acres,3,2,566 Mtn View Cir,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/174-Little-Rock-Creek-Ct-Cherry-Log-GA-30522/2110867395_zpid/,416194,Single Family,352000,09/12/2025,666,sqft,528.53,2.2,acres,2,1,174 Little Rock Creek Ct,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/2303-Murphy-Hwy-Mineral-Bluff-GA-30559/96827493_zpid/,,Single Family,43000,09/11/2025,1176,sqft,36.56,2.88,acres,,1,2303 Murphy Hwy,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/LOT-177-Old-Toccoa-Loop-Mineral-Bluff-GA-30559/347055435_zpid/,326056,Lot/Land,210000,09/11/2025,,,,0.51,acres,,,LOT 177 Old Toccoa Loop,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/2-88-Mountain-Laurel-Dr-Mineral-Bluff-GA-30559/2054278448_zpid/,412792,Lot/Land,43000,09/11/2025,,,,2.88,acres,,,2.88 Mountain Laurel Dr,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/61-Woodstock-Dr-Blue-Ridge-GA-30513/96828305_zpid/,407777,Single Family,497000,09/10/2025,,,,0.65,acres,2,2,61 Woodstock Dr,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/201-Minnehaha-Trl-Blue-Ridge-GA-30513/113514615_zpid/,419576,Single Family,365000,09/10/2025,,,,1.22,acres,3,3,201 Minnehaha Trl,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/Altamaha-Dr-Ellijay-GA-30540/228835506_zpid/,,Single Family,40000,09/10/2025,,,,0.83,acres,,,Altamaha Dr,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/24-Virginia-Dr-Blue-Ridge-GA-30513/244415591_zpid/,411852,Single Family,348000,09/10/2025,1848,sqft,188.31,1.15,acres,3,3,24 Virginia Dr,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/34-35-Wolf-Creek-Rd-Mineral-Bluff-GA-30559/2056838880_zpid/,413784,Lot/Land,78000,09/10/2025,,,,2.06,acres,,,34/35 Wolf Creek Rd,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/937-Fern-Dr-Morganton-GA-30560/96826923_zpid/,414466,Single Family,550000,09/09/2025,,,,5,acres,2,3,937 Fern Dr,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/355-Cohutta-Mountain-Rd-3-Blue-Ridge-GA-30513/228838809_zpid/,,Single Family,430000,09/08/2025,930,sqft,462.37,0.82,acres,,1,355 Cohutta Mountain Rd #3,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/114-Jake-Dr-Morganton-GA-30560/105424363_zpid/,414031,Single Family,364340,09/05/2025,2098,sqft,173.66,2.85,acres,4,3,114 Jake Dr,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/103-Altamaha-Dr-1-Ellijay-GA-30540/228835609_zpid/,,Single Family,465000,09/05/2025,1758,sqft,264.51,0.82,acres,2,2,103 Altamaha Dr #1,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/632-Cherry-Lake-Dr-3-Blue-Ridge-GA-30513/228838755_zpid/,,Single Family,420000,09/05/2025,852,sqft,492.96,1.16,acres,2,2,632 Cherry Lake Dr #3,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/103-Altamaha-Dr-Ellijay-GA-30540/452991761_zpid/,416301,Single Family,465000,09/04/2025,1758,sqft,264.51,0.82,acres,2,2,103 Altamaha Dr,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/450-Garren-Cove-Rd-Morganton-GA-30560/96826361_zpid/,,Single Family,255000,09/03/2025,1570,sqft,162.42,1.43,acres,,2,450 Garren Cove Rd,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/320-Little-Creek-Dr-Cherry-Log-GA-30522/96829124_zpid/,416771,Single Family,441000,09/03/2025,1950,sqft,226.15,2,acres,3,2,320 Little Creek Dr,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/24-Oak-Ledge-Rd-Morganton-GA-30560/228799514_zpid/,409467,Single Family,450000,09/03/2025,1824,sqft,246.71,1.38,acres,4,2,24 Oak Ledge Rd,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/632-Cherry-Lake-Blue-Ridge-GA-30513/2084761170_zpid/,417394,Single Family,420000,09/03/2025,852,sqft,492.96,1.2,acres,2,2,632 Cherry Lake,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/355-Cohutta-Mountain-Rd-Cherry-Log-GA-30522/2084982458_zpid/,414983,Single Family,430000,09/03/2025,930,sqft,462.37,0.82,acres,2,1,355 Cohutta Mountain Rd,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/552-Satsuma-Ct-S-1-Ellijay-GA-30540/105268969_zpid/,,Single Family,401000,09/02/2025,3088,sqft,129.86,0.76,acres,,1.5,552 Satsuma Ct S #1,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/252-School-St-Mc-Caysville-GA-30555/228812169_zpid/,416509,Single Family,255000,09/02/2025,1328,sqft,192.02,0.55,acres,2,2,252 School St,Mc Caysville,30555,GA,USA
https://www.zillow.com/homedetails/My-Mountain-Rd-Morganton-GA-30560/294989281_zpid/,,Single Family,70000,09/02/2025,,,,3.25,acres,,,My Mountain Rd,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/3409-N-Flagpole-Rd-Ellijay-GA-30540/446597630_zpid/,412916,Lot/Land,120000,09/02/2025,,,,5,acres,,,3409 N Flagpole Rd,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/0-My-Mountain-Rd-2-3-Morganton-GA-30560/2054085953_zpid/,7547554,Lot/Land,70000,09/02/2025,,,,3.25,acres,0,0,0 My Mountain Rd #2/3,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/0-My-Mountain-Rd-Morganton-GA-30560/2097420208_zpid/,10488094,Lot/Land,70000,09/02/2025,,,,3.25,acres,,,0 My Mountain Rd,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/99-Cedar-Ridge-Rd-Cherry-Log-GA-30522/105259448_zpid/,413244,Single Family,396388,08/29/2025,2186,sqft,181.33,0.71,acres,3,3,99 Cedar Ridge Rd,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/352-Sunrise-Ct-Blue-Ridge-GA-30513/228808056_zpid/,413959,Single Family,490000,08/29/2025,3120,sqft,157.05,1.53,acres,3,3,352 Sunrise Ct,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/11-Long-View-Ln-Blue-Ridge-GA-30513/448178924_zpid/,413755,Lot/Land,95000,08/29/2025,,,,0.93,acres,,,11 Long View Ln,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/366-Three-Oaks-Dr-Mineral-Bluff-GA-30559/450741950_zpid/,414767,Single Family,390000,08/29/2025,725,sqft,537.93,1.7,acres,2,1,366 Three Oaks Dr,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/107-Little-Bushy-Head-Rd-Blue-Ridge-GA-30513/2113908385_zpid/,417321,Single Family,485000,08/29/2025,864,sqft,561.34,1.37,acres,2,2,107 Little Bushy Head Rd,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/1-Cadmans-Hammock-Blue-Ridge-GA-30513/96832413_zpid/,416975,Single Family,370000,08/28/2025,1125,sqft,328.89,1.47,acres,2,1,1 Cadmans Hammock,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/10-Johnson-Ford-Rd-Epworth-GA-30541/96833501_zpid/,412216,Single Family,523000,08/28/2025,3348,sqft,156.21,1.93,acres,4,3,10 Johnson Ford Rd,Epworth,30541,GA,USA
https://www.zillow.com/homedetails/112-Sunrise-Ln-Blue-Ridge-GA-30513/113514557_zpid/,415182,Single Family,375000,08/28/2025,992,sqft,378.02,1.1,acres,2,2,112 Sunrise Ln,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/297-Happy-Valley-Ln-Morganton-GA-30560/294989110_zpid/,,Single Family,530000,08/27/2025,1484,sqft,357.14,0.81,acres,,2,297 Happy Valley Ln,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/501-New-Liberty-Rd-Mineral-Bluff-GA-30559/228802345_zpid/,,Lot/Land,36000,08/26/2025,,,,1.04,acres,,,501 New Liberty Rd,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/Willow-Creek-Dr-Blue-Ridge-GA-30513/244415721_zpid/,,Single Family,30000,08/25/2025,,,,3.14,acres,,,Willow Creek Dr,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/879-Amy-Creek-Cir-2-Ellijay-GA-30540/105266732_zpid/,,Single Family,500000,08/22/2025,1704,sqft,293.43,4.43,acres,3,2,879 Amy Creek Cir #2,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/166-Mountain-View-Dr-Cherry-Log-GA-30522/228811413_zpid/,410113,Single Family,423000,08/22/2025,1080,sqft,391.67,0.77,acres,3,2,166 Mountain View Dr,Cherry Log,30522,GA,USA
https://www.zillow.com/homedetails/TRACT-Deer-Crest-Rd-C-Blue-Ridge-GA-30513/450637315_zpid/,415327,Lot/Land,155000,08/22/2025,,,,1.77,acres,,,TRACT Deer Crest Rd #C,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/879-Amy-Creek-Cir-Ellijay-GA-30540/2053609186_zpid/,1515988,Single Family,500000,08/22/2025,1704,sqft,293.43,4.43,acres,3,2,879 Amy Creek Cir,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/634-Tipton-Springs-Rd-Morganton-GA-30560/294990515_zpid/,,Single Family,10000,08/21/2025,2685,sqft,3.72,4.9,acres,3,2,634 Tipton Springs Rd,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/Cohutta-Ct-Ellijay-GA-30540/228835646_zpid/,,Single Family,15000,08/20/2025,,,,0.9,acres,,,Cohutta Ct,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/1148-Hickory-Dr-Mineral-Bluff-GA-30559/96827272_zpid/,,Single Family,200000,08/19/2025,1950,sqft,102.56,2.39,acres,3,3,1148 Hickory Dr,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/987-Cherry-Lake-Dr-Blue-Ridge-GA-30513/105259132_zpid/,415359,Single Family,335000,08/19/2025,672,sqft,498.51,1.08,acres,2,1,987 Cherry Lake Dr,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/12081-Old-Highway-76-Morganton-GA-30560/228801544_zpid/,,Single Family,570000,08/19/2025,,,,2.04,acres,,2,12081 Old Highway 76,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/194-Lillie-Dr-1-Ellijay-GA-30540/247200760_zpid/,,Single Family,582500,08/19/2025,1820,sqft,320.05,1.64,acres,3,3,194 Lillie Dr #1,Ellijay,30540,GA,USA
https://www.zillow.com/homedetails/987-Cherry-Lake-Dr-76-Blue-Ridge-GA-30513/450789575_zpid/,10515291,Single Family,335000,08/19/2025,672,sqft,498.51,1.08,acres,2,1,987 Cherry Lake Dr #76,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/35-The-Blf-Morganton-GA-30560/228803365_zpid/,415738,Single Family,424500,08/18/2025,1482,sqft,286.44,2.65,acres,3,2,35 The Blf,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/5-Moccasin-Trl-Mineral-Bluff-GA-30559/228807171_zpid/,416982,Single Family,562500,08/18/2025,2340,sqft,240.38,3.46,acres,3,3,5 Moccasin Trl,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/12021-Old-Highway-76-Morganton-GA-30560/439795397_zpid/,417051,Single Family,570000,08/18/2025,1800,sqft,316.67,2.04,acres,3,4,12021 Old Highway 76,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/Laurel-Dr-Blue-Ridge-GA-30513/244415762_zpid/,,Single Family,140000,08/15/2025,,,,1.22,acres,,,Laurel Dr,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/112-Split-Creek-Rd-Morganton-GA-30560/443706048_zpid/,412296,Lot/Land,105000,08/15/2025,,,,3.26,acres,,,112 Split Creek Rd,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/300-Kaleb-Trl-Morganton-GA-30560/228799334_zpid/,,Single Family,75000,08/14/2025,864,sqft,86.81,4.48,acres,,1,300 Kaleb Trl,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/140-Bandit-Ln-Blue-Ridge-GA-30513/244415264_zpid/,,Single Family,250000,08/14/2025,,,,2.27,acres,,,140 Bandit Ln,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/49-50-Hemlock-Cir-Blue-Ridge-GA-30513/448834024_zpid/,414005,Lot/Land,140000,08/14/2025,,,,1.22,acres,,,49/50 Hemlock Cir,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/49-50-Hemlock-Cir-49-50-Blue-Ridge-GA-30513/448834153_zpid/,10480567,Lot/Land,140000,08/14/2025,,,,1.22,acres,,,49/50 Hemlock Cir #49-50,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/60-Bridle-Path-Morganton-GA-30560/453240066_zpid/,416500,Single Family,590000,08/14/2025,1156,sqft,510.38,1.5,acres,2,2,60 Bridle Path,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/54-Mountain-Rivers-Ln-Mineral-Bluff-GA-30559/96828369_zpid/,10553872,Lot/Land,67000,08/13/2025,,,,1.56,acres,,,54 Mountain Rivers Ln,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/Oak-St-Morganton-GA-30560/294989335_zpid/,,Single Family,28000,08/13/2025,,,,0.51,acres,,,Oak St,Morganton,30560,GA,USA
https://www.zillow.com/homedetails/54-Mountain-Rivers-Rd-Mineral-Bluff-GA-30559/454189788_zpid/,416890,Lot/Land,67000,08/13/2025,,,,1.56,acres,,,54 Mountain Rivers Rd,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/9-Dean-Ct-Blue-Ridge-GA-30513/2064714818_zpid/,416304,Single Family,383000,08/13/2025,996,sqft,384.54,1.17,acres,2,2,9 Dean Ct,Blue Ridge,30513,GA,USA
https://www.zillow.com/homedetails/Logan-Dr-Mineral-Bluff-GA-30559/241889534_zpid/,,Single Family,50000,08/12/2025,,,,1.48,acres,,,Logan Dr,Mineral Bluff,30559,GA,USA
https://www.zillow.com/homedetails/Kaleb-Trl-Morganton-GA-30560/244414872_zpid/,,Single Family,40000,08/12/2025,,,,3,acres,,,Kaleb Trl,Morganton,30560,GA,USA
